reviews,stars
This guitar is perfect for beginners. At the price of Rs. 1990 (lightning deal) you can't get anything better. The finish of the guitar is great and sounds good for the price. The strings are going to be tough on your fingers in the beginning 2 days then it becomes less harsh and comfortable to play.This guitar is a bit compact and has less frets than normal which is fine for me as it complements my stature :DI'm happy with the purchase. And the extra accessories are a plus and the bag quality is decent too.A con- There's no hook for the strap but i got it fixed at my local guitar repair shop.,5
"Guitar is good for beginners just ho for it blindly, but dont trust amazon service they still sucks....",4
i am totally a newbie. The sound is so amazing.The color quality is amazing but parts are cheap thats totally fine cuz this is a very cheap guitar. Has few small dents and scratches. But thats okay for me cuz its working totally fine. Tunning was difficult cuz this is my first guitar plus the app GuitarTuna is not working properly.Overall nice guitar seems delicate though,4
"Always wanted to Have a Guitar. Came across this one the Sale day, at an awesome price. After receiving the Guitar I went on to see some reviews, and they all were positive reviews.Now from my experience.Pros:Best value for moneyGood DesignSound is excellent at its category.Excellent for beginners. (I am going to start my guitar lesson with this one.)Accessories are add on.Cons:NothingThough packaging should have been betterBeginner's don't think just go ahead. Wont Repent. Will cherish your purchase decision.If my review helped you, please hit ""Helpful"". Thanks",5
"Ordered it for my 12 yrs boy,  he is very happy with it,Packing was very good, arrived one day before, thanks amazonquality is very good , looks like premium stuff, got it around 2200 in lightnings dealNeed to tune it, visited to near by guitar class for tuning as well as quality check, person told that at 2200 you have got very good pieceI am happy, go for it",4
Unable to tune it properly.Any tips,3
Bahut hi acha guitar hai lekin stings ki quality achi nhi hai,5
"The product is a value for money product and if u read any bad reviews then please ignore cause this occurs to only 2-5 people in thousands.The product is a great one for the people who are willing to start their carrer or for intrests.The package contains the details all described so we can say that there is nothing negative in the product.Also if you will maintain the guitar then it will last long.Just in short, as this price I can bet that tou are not going to get this product anywhere in this world.",5
Good product.market prize is 1450/- to 1700 in Mumbai.,4
Nice for begginers ....but your delivery boy's behaviour is too bad ...If the behaviour remains the same then I will not buy anything from Amazon...,4
Guitar is good but strings are worst as when I started to play strings are breaking. Strings are of worst quality,4
"Speaking about the plus point  for this guitar , It have a classy look , good sound , good for beginners .There is one negative point which is the gap between the frets & the strings which seems to be little high , other wise for this price range , nice 1 go ahead buddies",4
"Hi, I got the product now, but the packaging was veryy disappointing, and moreover, the guitar bag that I received is such a bad quality, that just got holes and the chain of the brand new bag didn't even work. The tunes weren't set which I feel wouldn't be. Overall I am not happy with the packaging. The guitar looked beautiful though.",2
